,username,description,location,following,followers,totaltweets,tweetid,source,tweetdate,tweetlength,likescount,retweetcount,text,hashtags,len_hashtags,city,country,Subjectivity,Polarity,Analysis
3630,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335146376498274309,WEB,2020-12-05,238,2,0,bharat biotech says anil vij didnt receive second dose covid19 vaccine covaxin efficacy determined 14 days post 2nd shot covid19 covid19vaccine covaxin bharatbiotech,"['COVID19', 'COVID19Vaccine', 'Covaxin', 'BharatBiotech']",4,Mumbai,INDIA,0.0,0.0,Neutral
3632,NasaWright,"Heart Failure Specialist @GSTTnhs|Londoner|Fitness|
Editoral Board member @BJCardNursing.
Interest in cultural competence and health equality|Views are my own.","London, England",262,117,310,1335145849807114240,ANDROID,2020-12-05,113,1,0,outreach work rebuild trust open communication way tackle covid19vaccine healthdisparities,"['COVID19Vaccine', 'HealthDisparities']",2,London,ENGLAND,0.5,0.0,Neutral
3633,uniindianews,Official twitter handle of UNI-India's premier multilingual news agency!,"New Delhi, Delhi",0,2296,223091,1335142983398641666,TWEETDECK,2020-12-05,182,0,0,haryana minister took trial covid19 vaccine shot tests positive covid19vaccine anilvij haryana covid19 bharatbiotech pmoindia drharsbardhan,"['COVID19Vaccine', 'anilvij', 'Haryana', 'COVID19', 'BharatBiotech', 'PMOIndia', 'drharsbardhan']",7,New Delhi,DELHI,0.5454545454545454,0.22727272727272727,Positive
3638,TheSiasatDaily,"Breaking news from Hyderabad, India, Islamic World and around the World on Political, Current Affairs, Sports, Technology, Culture, Bollywood and Health.","Hyderabad, India",33,16207,101129,1335136200718503936,SENDIBLE,2020-12-05,216,5,1,days voluntarily taking test dose covid19vaccine haryana health minister anilvij saturday said tested positive covid19 admitted hospital,"['Covid19vaccine', 'Haryana', 'AnilVij']",3,Hyderabad,INDIA,0.5454545454545454,0.22727272727272727,Positive
3639,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335135857787822083,WEB,2020-12-05,279,1,1,volunteer anil vij tests positive taking trial dose covid19 vaccine covaxin heres failure covaxin anilvij coronavirusvaccine covid19vaccine internationalvolunteerday tcotcofyt0arw,"['Covaxin', 'AnilVij', 'CoronavirusVaccine', 'COVID19Vaccine', 'InternationalVolunteerDay']",5,Mumbai,INDIA,0.42272727272727273,-0.04469696969696972,Negative
3640,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335133990093635588,WEB,2020-12-05,197,2,0,covax scheme hopes receive 50 million doses covid19 vaccine first quarter 2021 global initiative covid19 covid19vaccine covax,"['COVID19', 'COVID19Vaccine', 'COVAX', 'WHO']",4,Mumbai,INDIA,0.16666666666666666,0.125,Positive
3646,IndianEra24x7,"As an India-focused news website, https://t.co/iBS2m2mqmG covers regular #news on a wide range of topics: #Sports, #Politics, #Business, #Entertainment, #Tech and More!","Texas, USA",2547,483,741,1335130536990355456,WEB,2020-12-05,298,2,2,prime minister narendramodi informed coronavirus vaccine could ready india within weeks vaccination would begin scientists approve covid19vaccine covidvaccine indianpm indianews tcora9sv4abg3,"['NarendraModi', 'India', 'vaccination', 'scientists', 'COVID19vaccine', 'COVIDvaccine', 'IndianPM', 'IndiaNews']",8,Texas,USA,0.5,0.2,Positive
3649,imyugan,#BREAKIN_NEWS | Current Situation |Traveler🏍|Aviation ✈Lover | Foodie | Social Activist| Nature LOVER| B.B.A| Journalism |#COVID19 |Photography|🇱🇰🇺🇲🇮🇳,"Trincomalee , Sri Lanka",634,92,5690,1335128718843363328,ANDROID,2020-12-05,191,0,0,bahrain approves emergency use pfizerbiontech coronavirus vaccine becoming second country britain greenlight drug foreign media covid19 covid19vaccine covid19,"['COVID19', 'COVID19Vaccine', 'COVIDー19']",3,Trincomalee ,SRILANKA,0.325,0.10833333333333334,Positive
3650,imanpreetmahal,Elected PUCSC Joint Secretary 2019-20 @OfficialPU || Student of Gandhian & Peace Studies•MSc Industrial Chemistry || @nsui || Centrist || Cricket•Football || ੴ,"Chandigarh, India",236,412,1395,1335128214616776704,ANDROID,2020-12-05,136,10,0,time brainstorm harbhajans vaccine wisdom vij ji administered covid19vaccine november,['COVID19Vaccine'],1,Chandigarh,INDIA,0.0,0.0,Neutral
3652,myselfskb,"Current Affairs, Journalism 👨‍🎓 .
Happiness Seeker, Travel Junkie,","CUTTACK, ODISHA, INDIA",1968,262,1953,1335127005327593472,ANDROID,2020-12-05,148,0,1,vaccination campaign start country corona virus weeks covid19india covid19vaccine coronavirusvaccine,"['COVID19India', 'COVID19Vaccine', 'CoronavirusVaccine']",3,CUTTACK,ODISHAINDIA,0.0,0.0,Neutral
3654,benitarealtalk,Founder of Nation Scoops @nationscoops #LoveofGod #Truth #Politcs #Faith #Wife #Mum2be #Daughter #Christian,"London, England",54,0,17,1335125469361025025,APPLE,2020-12-05,109,0,1,covidiots london people singing antivaxxer song antivaxxers london covid19vaccine,"['COVIDIOTS', 'antivaxxers', 'london', 'COVID19Vaccine']",4,London,ENGLAND,0.0,0.0,Neutral
3664,SumiSukanya,"Journalist with @NewIndianXpress. Fly on the wall. Write mainly on health, education and gender issues. Ex @ttindia @timesofindia","New Delhi, India",1038,1822,6189,1335119956652920832,ANDROID,2020-12-05,231,4,1,since two dose vaccine minister question taken one dose vaccine mohfw n2 bigger question blind study minister know hot vaccine dummy covid19vaccine,['COVID19Vaccine'],1,New Delhi,INDIA,0.6722222222222222,-0.08333333333333333,Negative
3665,JOELSAVAGE1,"Ghana Crowdsourcing News: #Books, #Health, #Music, #Features, #Travel & #Tourism.","Antwerp, #Brussels-Belgium.",5632,6044,22699,1335116880961560576,WEB,2020-12-05,123,0,0,cdc abused trust convince covid19vaccine,"['WHO', 'CDC', 'COVID19Vaccine']",3,Antwerp,USA,0.0,0.0,Neutral
3667,SharonThambala,Covering AP.,"Bengaluru, India",1743,110,1497,1335116303124680704,ANDROID,2020-12-05,103,1,0,centre promised 1 crore covid vaccines phase one covid19 covid19vaccine,"['COVID19', 'COVID19Vaccine']",2,Bengaluru,INDIA,0.0,0.0,Neutral
3672,EastMojo,Mobile-first digital news platform | New media storyteller from Northeast India,"Guwahati, India",602,12400,16509,1335109520322916354,EASTMOJO,2020-12-05,198,0,1,national asked close contacts get tested covid19 covid19vaccine,"['National', 'COVID19', 'COVID19Vaccine']",3,Guwahati,INDIA,0.0,0.0,Neutral
3673,draminazizli,"Doctor, Engineer and Poet
from #Azerbaijan's #Karabakh, #Azərbaycan 🇦🇿 // RT not an endorsement.","Baku, Azerbaijan",255,105,1164,1335108019747774464,ANDROID,2020-12-05,124,0,0,health ministry official says turkey begin applying covid19vaccines early dec 2526,"['Health', 'Turkey', 'COVID19vaccine']",3,Baku,AZERBAIJAN,0.3,0.1,Positive
3675,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335105663890931713,WEB,2020-12-05,207,0,1,moderna covid19 vaccine produces antibodies last around 3 months finds study covid19vaccine coronavirusvaccine moderna tx coronavirus covid19 immunity,"['COVID19Vaccine', 'CoronavirusVaccine', 'Moderna', 'Coronavirus', 'COVID19', 'Immunity']",6,Mumbai,INDIA,0.06666666666666667,0.0,Neutral
3676,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335104914012340224,WEB,2020-12-05,233,1,1,anil vij tests positive covid19 haryana minister administered bharat biotechs covaxin vaccine phase3 trials november 20 covid19 covid19vaccine bharatbiotech covaxin,"['COVID19', 'COVID19Vaccine', 'BharatBiotech', 'Covaxin']",4,Mumbai,INDIA,0.5454545454545454,0.22727272727272727,Positive
3677,IndiaPost_News,"Refresh yourself every morning with India Post news coverage Use#IndiaPostNewsPaper to get featured
Contribute your articles here: https://t.co/yuBlQ7dX1S…","Fremont, CA, USA",699,631,9931,1335104878373384192,INDIAPOST,2020-12-05,271,0,0,says almost covid19 get news featured use indiapostusa anthonyfauci coronacasesindia coronapatients coronavaccinenews coronavaccineupdates covaxiupdates covaxin covid19vaccine covid19lockdown drharshvardhan health,"['IndiaPostUSA', 'AnthonyFauci', 'CoronaCasesIndia', 'CoronaPatients', 'CoronaVaccineNews', 'CoronaVaccineUpdates', 'CovaxiUpdates', 'Covaxin', 'Covid19Vaccine', 'Covid19Lockdown', 'DrHarshVardhan', 'Health']",12,Fremont,USA,0.0,0.0,Neutral
3678,Gregoriancant,Freelance writer who creates content for businesses around the world. Former writer at Showbiz Cheat Sheet. Still unpaid for all content on Twitter.,"Oregon, USA",2333,779,149397,1335104115563614208,WEB,2020-12-05,255,0,0,thats great news us though wait spring later including waiting see many side effects first batch people form leakage isnt necessarily dealbreaker covid19vaccine,['COVID19Vaccine'],1,Oregon,USA,0.5166666666666666,0.31,Positive
3680,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335100855180095490,WEB,2020-12-05,188,2,0,covid19 vaccine mandatory says us presidentelect joe biden coronavirus covid19 pandemic joebiden unitedstates vaccine covid19vaccine,"['Coronavirus', 'COVID19', 'Pandemic', 'JoeBiden', 'UnitedStates', 'Vaccine', 'COVID19Vaccine']",7,Mumbai,INDIA,0.0,0.0,Neutral
3681,DRandall,Sow Something To Eat 💞 USA 🇺🇸,"Earth, USA",2365,1874,130679,1335099818012717056,APPLE,2020-12-05,120,0,0,straight horses mouth covid19 coronavirus covid19vaccine africa america medical,"['COVID19', 'coronavirus', 'COVID19Vaccine', 'Africa', 'America', 'medical']",6,Earth,USA,0.2,0.1,Positive
3682,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335098278426206208,WEB,2020-12-05,163,0,0,anil vij tests covid19 positive days receiving covaxin shot anilvij coronavirus covid19 covid19vaccine covaxin tcojzscgejr7b,"['AnilVij', 'Coronavirus', 'COVID19', 'COVID19Vaccine', 'Covaxin']",5,Mumbai,INDIA,0.5454545454545454,0.22727272727272727,Positive
3683,editorji,"editorji is your curated short video news platform. For the latest news and updates, download the editorji app:  https://t.co/WIarrMol8C","Sultanpur, New Delhi",105,32002,23837,1335095395752374274,TWITTER MEDIA STUDIO,2020-12-05,200,2,0,un health chief begin dream end pandemic said rich powerful nations must trample poor stampede vaccines covid19vaccine,['COVID19Vaccine'],1,Sultanpur,NEWDELHI,0.7833333333333333,0.09166666666666667,Positive
3684,HaryaxPathak,"Doctor, Writer, Poet, Photographer.
Proud #Hindu #Brahmin
Medical Ethics/Research/Education.
Public Health and Policy.
Busting Myths/Pseudoscience.
#MedTwitter","Vadodara, Gujarat, India",844,1261,4054,1335094657437421568,ANDROID,2020-12-05,117,22,3,waiting line get covid19vaccine shot shot nikond3200 birdphotography,"['COVID19Vaccine', 'NikonD3200', 'birdphotography']",3,Vadodara,GUJARATINDIA,0.0,0.0,Neutral
3685,sonnylebythebay,"A demographic data nerd, an info junkie musing about human foibles, cooking, gardening, my dogs & cats, and the #2020Census.","Oakland, California",1864,3742,79057,1335090913090007041,WEB,2020-12-05,276,1,0,coronavirusvaccine chinas soft power beijing given latinamerican countries 1 billion loan buy chinese vaccines latestage clinical trials brazil uae indonesia turkey among others covid19vaccine,"['CoronavirusVaccine', 'China', 'Beijing', 'LatinAmerican', 'vaccines', 'Brazil', 'UAE', 'Indonesia', 'Turkey', 'COVID19Vaccine']",10,Oakland,USA,0.175,0.05,Positive
3686,DailyTrendingN1,"One of the India's Best YouTube News Channel.
Subscribe and Follow
https://t.co/Ubw1MEsaD8","Rajasthan, India",13,120,15422,1335087475924951040,WEB,2020-12-05,98,0,0,healthministry covid19vaccine vaccine watch,"['HealthMinistry', 'Covid19Vaccine', 'vaccine']",3,Rajasthan,INDIA,0.0,0.0,Neutral
3688,the_hindu,News feeds from India's National Newspaper,"Chennai, India",208,6550197,349991,1335086535499259907,SOCIALFLOW,2020-12-05,280,30,1,allparty meeting chaired pm narendramodi discuss covid19vaccine strategy saw opposition party leaders reemphasising need govt take urgent measures bring economy back track amp demanding additional financial help,"['NarendraModi', 'COVID19vaccine']",2,Chennai,INDIA,0.0,0.0,Neutral
3697,dittmar_alice,Zombie guru. Bacon ninja. Unable🇺🇲🇺🇲🇺🇲 to type with boxing gloves on. https://t.co/N7nRbSGzIJ mediaholic.Communication.🇺🇸🇺🇸🇺🇸,"California, USA",602,87,16,1335076482859712512,ANDROID,2020-12-05,296,2,2,influential university washington model projects nearly 539000 americans could die coronavirus april 1 data suggests even rapid vaccine rollout wont reduce number deaths muchcovid19 covid19vaccine covid19vaccines,"['COVID19', 'COVID19Vaccine', 'COVID19vaccines']",3,California,USA,0.4,0.1,Positive
3699,the_hindu,News feeds from India's National Newspaper,"Chennai, India",208,6550197,349991,1335071446532558849,SOCIALFLOW,2020-12-05,272,31,1,safety efficacy covid19vaccine paramount regulatory pathway vaccine india seeing accelerated rolling review interim analysis clinical trials said drugs controller general india vg somani friday,"['COVID19vaccine', 'vaccine']",2,Chennai,INDIA,0.5,0.05000000000000002,Positive
3701,HealthwireMedia,Healthwire is a leading digital platform bringing #news on Health & Wellness. We aim for a healthier tomorrow.,"New Delhi, India",394,4993,5204,1335066807321808896,WEB,2020-12-05,194,3,1,chief happy covid19 vaccine camera chief covid19vaccine vaccineupdates coronavirusupdates tedrosadhanom coronavirusvaccine,"['WHO', 'chief', 'COVID19Vaccine', 'vaccineupdates', 'coronavirusupdates', 'TedrosAdhanom', 'CoronavirusVaccine']",7,New Delhi,INDIA,1.0,0.8,Positive
3703,editorji,"editorji is your curated short video news platform. For the latest news and updates, download the editorji app:  https://t.co/WIarrMol8C","Sultanpur, New Delhi",105,32002,23837,1335059274548965376,TWITTER MEDIA STUDIO,2020-12-05,227,6,1,us presidentelect joebiden said americans wont forced take covid19 vaccine willing get vaccinated publicly assuage efficacy safety concerns covid19vaccine,"['JoeBiden', 'COVID19Vaccine']",2,Sultanpur,NEWDELHI,0.33888888888888885,-0.01666666666666668,Negative
3705,alilawgroup,Boutique labor and employment law firm that provides the full range of representative services.,"Huntington, NY",69,15,86,1335058375206383618,WEB,2020-12-05,294,0,0,release covid19 vaccine become reality good time employers start preparing covid19 vaccine strategy read article subject visit website alilawgroup pandemic covid19 covid19vaccine,"['alilawgroup', 'pandemic', 'covid19', 'COVID19Vaccine']",4,Huntington,USA,0.4666666666666667,0.26666666666666666,Positive
3706,latestly,"https://t.co/U4rHOvEUQR focuses on the What, When, Who and How of a trending story, and helps readers with analyses that go beyond the domain of news. https://t.co/OCtmVDjYfd","Mumbai, India",343,66957,157646,1335057032001425408,WEB,2020-12-05,138,1,0,deve gowda pitches free covid19 vaccine poor ddevegowda devegowda covid19vaccine coronavirusvaccine,"['DeveGowda', 'COVID19Vaccine', 'CoronavirusVaccine']",3,Mumbai,INDIA,0.7,0.0,Neutral
3707,_Indiaupdates,"India Updates is an independent news & Information Website. We provide Important updates, News that matters to you.","New Delhi, India",102,229,8869,1335056303517995012,TWEETDECK,2020-12-05,139,0,0,biontech ceo recounts origin story covid vaccine group biontech covid19vaccine coronavirusvaccine,"['BioNTech', 'COVID19Vaccine', 'CoronavirusVaccine']",3,New Delhi,INDIA,0.0,0.0,Neutral
3710,_Indiaupdates,"India Updates is an independent news & Information Website. We provide Important updates, News that matters to you.","New Delhi, India",102,229,8869,1335051264648826881,TWEETDECK,2020-12-05,159,0,0,citing tech issues un covid19 summit nixes adar poonawalla video adarpoonawalla covid19vaccine coronavirusvaccine unitednations,"['AdarPoonawalla', 'COVID19Vaccine', 'CoronavirusVaccine', 'UnitedNations']",4,New Delhi,INDIA,0.0,0.0,Neutral
